building,occupant_id,split,image_path
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_031.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_034.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_038.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_039.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_044.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_045.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_052.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_065.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_066.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_078.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_103.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_159.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_166.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_168.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_184.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_186.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_201.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_208.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_209.jpg
building_6,0000169,reference,dataset_splits/10_buildings/building_6/0000169/reference/0000169_214.jpg
building_6,0000169,test,dataset_splits/10_buildings/building_6/0000169/test/0000169_001.jpg
building_6,0000169,test,dataset_splits/10_buildings/building_6/0000169/test/0000169_003.jpg
building_6,0000169,test,dataset_splits/10_buildings/building_6/0000169/test/0000169_016.jpg
building_6,0000169,test,dataset_splits/10_buildings/building_6/0000169/test/0000169_017.jpg
