building,occupant_id,split,image_path
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_012.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_030.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_031.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_051.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_063.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_065.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_105.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_140.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_142.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_146.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_170.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_172.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_177.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_187.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_189.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_214.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_234.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_237.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_241.jpg
building_10,0000114,reference,dataset_splits/10_buildings/building_10/0000114/reference/0000114_247.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_007.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_013.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_024.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_025.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_054.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_071.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_086.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_091.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_093.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_095.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_130.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_132.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_143.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_145.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_163.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_209.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_212.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_229.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_242.jpg
building_10,0000114,test,dataset_splits/10_buildings/building_10/0000114/test/0000114_243.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_002.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_004.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_026.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_031.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_033.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_051.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_055.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_065.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_066.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_080.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_087.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_106.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_127.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_133.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_162.jpg
building_10,0000188,reference,dataset_splits/10_buildings/building_10/0000188/reference/0000188_167.jpg
