building,occupant_id,split,image_path
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_001.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_021.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_038.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_046.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_048.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_055.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_057.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_064.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_071.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_072.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_079.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_081.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_085.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_092.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_096.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_100.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_109.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_124.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_127.jpg
building_3,0000107,reference,dataset_splits/10_buildings/building_3/0000107/reference/0000107_140.jpg
building_3,0000107,test,dataset_splits/10_buildings/building_3/0000107/test/0000107_002.jpg
building_3,0000107,test,dataset_splits/10_buildings/building_3/0000107/test/0000107_005.jpg
building_3,0000107,test,dataset_splits/10_buildings/building_3/0000107/test/0000107_008.jpg
building_3,0000107,test,dataset_splits/10_buildings/building_3/0000107/test/0000107_022.jpg
building_3,0000107,test,dataset_splits/10_buildings/building_3/0000107/test/0000107_030.jpg
building_3,0000107,test,dataset_splits/10_buildings/building_3/0000107/test/0000107_033.jpg
building_3,0000107,test,dataset_splits/10_buildings/building_3/0000107/test/0000107_049.jpg
building_3,0000107,test,dataset_splits/10_buildings/building_3/0000107/test/0000107_061.jpg
building_3,0000107,test,dataset_splits/10_buildings/building_3/0000107/test/0000107_065.jpg
