building,occupant_id,split,image_path
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_008.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_009.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_011.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_012.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_014.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_016.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_026.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_030.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_031.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_034.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_037.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_047.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_052.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_061.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_069.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_075.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_081.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_088.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_091.jpg
building_4,0000144,reference,dataset_splits/10_buildings/building_4/0000144/reference/0000144_099.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_017.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_022.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_023.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_027.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_028.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_029.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_035.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_045.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_046.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_051.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_057.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_058.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_062.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_067.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_068.jpg
building_4,0000144,test,dataset_splits/10_buildings/building_4/0000144/test/0000144_071.jpg
