building,occupant_id,split,image_path
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_006.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_010.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_017.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_020.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_022.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_023.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_024.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_027.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_033.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_047.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_049.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_051.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_056.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_063.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_064.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_065.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_066.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_069.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_072.jpg
building_8,0000103,reference,dataset_splits/10_buildings/building_8/0000103/reference/0000103_073.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_001.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_005.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_007.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_008.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_012.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_016.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_021.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_025.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_026.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_028.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_029.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_031.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_040.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_041.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_052.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_053.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_055.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_057.jpg
building_8,0000103,test,dataset_splits/10_buildings/building_8/0000103/test/0000103_062.jpg
